Survived,PassengerId,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Fare_log,TicketGroupSize,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U,AgeBin_Child,AgeBin_MidAge,AgeBin_Senior,AgeBin_Teen
1.0,187,3,35.0,1,0,15.5,2,0,2.803360380906535,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,188,1,45.0,0,0,26.55,1,1,3.3160025355989236,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,189,3,40.0,1,1,15.5,3,0,2.803360380906535,2,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,190,3,36.0,0,0,7.8958,1,1,2.1855792552411137,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,191,2,32.0,0,0,13.0,1,1,2.639057329615259,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,192,2,19.0,0,0,13.0,1,1,2.639057329615259,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1.0,193,3,19.0,1,0,7.8542,2,0,2.180891922715322,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1.0,194,2,3.0,1,1,26.0,3,0,3.295836866004329,3,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1.0,195,1,44.0,0,0,27.7208,1,1,3.357621598945279,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1.0,196,1,58.0,0,0,146.5208,1,1,4.993969182787072,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.0,197,3,29.0,0,0,7.75,1,1,2.169053700369523,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,198,3,42.0,0,1,8.4042,2,0,2.241156397997397,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1.0,199,3,22.0,0,0,7.75,1,1,2.169053700369523,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,200,2,24.0,0,0,13.0,1,1,2.639057329615259,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,201,3,28.0,0,0,9.5,1,1,2.3513752571634776,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,202,3,29.0,8,2,69.55,11,0,4.256321678298823,11,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,203,3,34.0,0,0,6.4958,1,1,2.0143428636837015,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,204,3,45.5,0,0,7.225,1,1,2.1071782966514356,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1.0,205,3,18.0,0,0,8.05,1,1,2.2027647577118348,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,206,3,2.0,0,1,10.4625,2,0,2.4390808375825834,2,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0.0,207,3,32.0,1,0,15.85,2,0,2.8243506567983707,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,208,3,26.0,0,0,18.7875,1,1,2.9850504252071306,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,209,3,16.0,0,0,7.75,1,1,2.169053700369523,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1.0,210,1,40.0,0,0,31.0,1,1,3.4657359027997265,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,211,3,24.0,0,0,7.05,1,1,2.085672091430472,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,212,2,35.0,0,0,21.0,1,1,3.091042453358316,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,213,3,22.0,0,0,7.25,1,1,2.1102132003465894,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,214,2,30.0,0,0,13.0,1,1,2.639057329615259,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,215,3,29.0,1,0,7.75,2,0,2.169053700369523,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,216,1,31.0,1,0,113.275,2,0,4.738607824217808,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1.0,217,3,27.0,0,0,7.925,1,1,2.188856327665703,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,218,2,42.0,1,0,27.0,2,0,3.332204510175204,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1.0,219,1,32.0,0,0,76.2917,1,1,4.347586575960343,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.0,220,2,30.0,0,0,10.5,1,1,2.4423470353692043,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,221,3,16.0,0,0,8.05,1,1,2.2027647577118348,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,222,2,27.0,0,0,13.0,1,1,2.639057329615259,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,223,3,51.0,0,0,8.05,1,1,2.2027647577118348,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,224,3,29.0,0,0,7.8958,1,1,2.1855792552411137,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,225,1,38.0,1,0,90.0,2,0,4.51085950651685,2,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.0,226,3,22.0,0,0,9.35,1,1,2.336986519711378,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,227,2,19.0,0,0,10.5,1,1,2.4423470353692043,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,228,3,20.5,0,0,7.25,1,1,2.1102132003465894,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,229,2,18.0,0,0,13.0,1,1,2.639057329615259,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,230,3,22.0,3,1,25.4667,5,0,3.275887339030031,5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,231,1,35.0,1,0,83.475,2,0,4.436455632600354,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0.0,232,3,29.0,0,0,7.775,1,1,2.1719067693519296,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,233,2,59.0,0,0,13.5,1,1,2.6741486494265287,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1.0,234,3,5.0,4,2,31.3875,7,0,3.4777725458882283,7,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0.0,235,2,24.0,0,0,10.5,1,1,2.4423470353692043,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,236,3,22.0,0,0,7.55,1,1,2.145931282948669,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,237,2,44.0,1,0,26.0,2,0,3.295836866004329,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1.0,238,2,8.0,0,2,26.25,3,0,3.305053521109253,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0.0,239,2,19.0,0,0,10.5,1,1,2.4423470353692043,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,240,2,33.0,0,0,12.275,1,1,2.5858825671280026,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,241,3,22.0,1,0,14.4542,2,0,2.737880811060884,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,242,3,22.0,1,0,15.5,2,0,2.803360380906535,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,243,2,29.0,0,0,10.5,1,1,2.4423470353692043,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,244,3,22.0,0,0,7.125,1,1,2.094945728215801,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,245,3,30.0,0,0,7.225,1,1,2.1071782966514356,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,246,1,44.0,2,0,90.0,3,0,4.51085950651685,3,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
0.0,247,3,25.0,0,0,7.775,1,1,2.1719067693519296,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,248,2,24.0,0,2,14.5,3,0,2.740840023925201,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,249,1,37.0,1,1,52.5542,3,0,3.9806942251907276,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.0,250,2,54.0,1,0,26.0,2,0,3.295836866004329,2,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0.0,251,3,29.0,0,0,7.25,1,1,2.1102132003465894,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,252,3,29.0,1,1,10.4625,3,0,2.4390808375825834,2,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0.0,253,1,62.0,0,0,26.55,1,1,3.3160025355989236,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.0,254,3,30.0,1,0,16.1,2,0,2.8390784635086144,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,255,3,41.0,0,2,20.2125,3,0,3.0545906305603445,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1.0,256,3,29.0,0,2,15.2458,3,0,2.7878344138303452,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,257,1,35.0,0,0,79.2,1,1,4.384523514872469,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,258,1,30.0,0,0,86.5,1,1,4.471638793363569,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1.0,259,1,35.0,0,0,512.3292,1,1,6.240917354759096,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,260,2,50.0,0,1,26.0,2,0,3.295836866004329,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,261,3,29.0,0,0,7.75,1,1,2.169053700369523,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,262,3,3.0,4,2,31.3875,7,0,3.4777725458882283,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0.0,263,1,52.0,1,1,79.65,3,0,4.390118804571218,3,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.0,264,1,40.0,0,0,0.0,1,1,0.0,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.0,265,3,22.0,0,0,7.75,1,1,2.169053700369523,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,266,2,36.0,0,0,10.5,1,1,2.4423470353692043,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,267,3,16.0,4,1,39.6875,6,0,3.705920919968788,7,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1.0,268,3,25.0,1,0,7.775,2,0,2.1719067693519296,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,269,1,58.0,0,1,153.4625,2,0,5.039951348430309,3,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
1.0,270,1,35.0,0,0,135.6333,1,1,4.91730069488021,4,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.0,271,1,29.0,0,0,31.0,1,1,3.4657359027997265,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,272,3,25.0,0,0,0.0,1,1,0.0,4,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,273,2,41.0,0,1,19.5,2,0,3.0204248861443626,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,274,1,37.0,0,1,29.7,2,0,3.4242626545931514,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1.0,275,3,22.0,0,0,7.75,1,1,2.169053700369523,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,276,1,63.0,1,0,77.9583,2,0,4.368919865004903,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.0,277,3,45.0,0,0,7.75,1,1,2.169053700369523,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,278,2,29.0,0,0,0.0,1,1,0.0,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,279,3,7.0,4,1,29.125,6,0,3.405355391810819,6,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1.0,280,3,35.0,1,1,20.25,3,0,3.056356895370426,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,281,3,65.0,0,0,7.75,1,1,2.169053700369523,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.0,282,3,28.0,0,0,7.8542,1,1,2.180891922715322,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,283,3,16.0,0,0,9.5,1,1,2.3513752571634776,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1.0,284,3,19.0,0,0,8.05,1,1,2.2027647577118348,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,285,1,29.0,0,0,26.0,1,1,3.295836866004329,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,286,3,33.0,0,0,8.6625,1,1,2.2682524139135403,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,287,3,30.0,0,0,9.5,1,1,2.3513752571634776,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,288,3,22.0,0,0,7.8958,1,1,2.1855792552411137,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,289,2,42.0,0,0,13.0,1,1,2.639057329615259,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1.0,290,3,22.0,0,0,7.75,1,1,2.169053700369523,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,291,1,26.0,0,0,78.85,1,1,4.380149874661021,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,292,1,19.0,1,0,91.0792,2,0,4.5226490762785785,2,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.0,293,2,36.0,0,0,12.875,1,1,2.630088659632498,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.0,294,3,24.0,0,0,8.85,1,1,2.2874714551839976,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,295,3,24.0,0,0,7.8958,1,1,2.1855792552411137,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,296,1,29.0,0,0,27.7208,1,1,3.357621598945279,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,297,3,23.5,0,0,7.2292,1,1,2.1076888046179385,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,298,1,2.0,1,2,151.55,4,0,5.027492411162679,6,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.0,299,1,29.0,0,0,30.5,1,1,3.449987545831587,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1.0,300,1,50.0,0,1,247.5208,2,0,5.515526544247129,3,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1.0,301,3,22.0,0,0,7.75,1,1,2.169053700369523,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,302,3,29.0,2,0,23.25,3,0,3.188416617383492,3,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,303,3,19.0,0,0,0.0,1,1,0.0,4,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1.0,304,2,22.0,0,0,12.35,1,1,2.5915163848462583,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0,305,3,29.0,0,0,8.05,1,1,2.2027647577118348,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,306,1,0.92,1,2,151.55,4,0,5.027492411162679,6,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.0,307,1,22.0,0,0,110.8833,1,1,4.717456363787216,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,308,1,17.0,1,0,108.9,2,0,4.699570861409576,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0.0,309,2,30.0,1,0,24.0,2,0,3.2188758248682006,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,310,1,30.0,0,0,56.9292,1,1,4.0592215752427645,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1.0,311,1,24.0,0,0,83.1583,1,1,4.432699549165613,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1.0,312,1,18.0,2,2,262.375,5,0,5.5735788721243535,7,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.0,313,2,26.0,1,1,26.0,3,0,3.295836866004329,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,314,3,28.0,0,0,7.8958,1,1,2.1855792552411137,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,315,2,43.0,1,1,26.25,3,0,3.305053521109253,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1.0,316,3,26.0,0,0,7.8542,1,1,2.180891922715322,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,317,2,24.0,1,0,26.0,2,0,3.295836866004329,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,318,2,54.0,0,0,14.0,1,1,2.70805020110221,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
1.0,319,1,31.0,0,2,164.8667,3,0,5.11118445372147,4,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1.0,320,1,40.0,1,1,134.5,3,0,4.908971640319756,5,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0,321,3,22.0,0,0,7.25,1,1,2.1102132003465894,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,322,3,27.0,0,0,7.8958,1,1,2.1855792552411137,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,323,2,30.0,0,0,12.35,1,1,2.5915163848462583,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,324,2,22.0,1,1,29.0,3,0,3.4011973816621555,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,325,3,29.0,8,2,69.55,11,0,4.256321678298823,11,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,326,1,36.0,0,0,135.6333,1,1,4.91730069488021,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.0,327,3,61.0,0,0,6.2375,1,1,1.9792758428991135,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0,328,2,36.0,0,0,13.0,1,1,2.639057329615259,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1.0,329,3,31.0,1,1,20.525,3,0,3.0692150503137943,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,330,1,16.0,0,1,57.9792,2,0,4.077184839375167,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1.0,331,3,22.0,2,0,23.25,3,0,3.188416617383492,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,332,1,45.5,0,0,28.5,1,1,3.3843902633457743,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.0,333,1,38.0,0,1,153.4625,2,0,5.039951348430309,3,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.0,334,3,16.0,2,0,18.0,3,0,2.9444389791664403,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1.0,335,1,35.0,1,0,133.65,2,0,4.902678819257608,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,336,3,29.0,0,0,7.8958,1,1,2.1855792552411137,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,337,1,29.0,1,0,66.6,2,0,4.213607983048918,2,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1.0,338,1,41.0,0,0,134.5,1,1,4.908971640319756,5,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1.0,339,3,45.0,0,0,8.05,1,1,2.2027647577118348,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,340,1,45.0,0,0,35.5,1,1,3.597312260588446,1,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1.0,341,2,2.0,1,1,26.0,3,0,3.295836866004329,3,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1.0,342,1,24.0,3,2,263.0,6,0,5.575949103146316,6,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.0,343,2,28.0,0,0,13.0,1,1,2.639057329615259,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,344,2,25.0,0,0,13.0,1,1,2.639057329615259,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,345,2,36.0,0,0,13.0,1,1,2.639057329615259,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,346,2,24.0,0,0,13.0,1,1,2.639057329615259,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1.0,347,2,40.0,0,0,13.0,1,1,2.639057329615259,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,348,3,35.0,1,0,16.1,2,0,2.8390784635086144,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,349,3,3.0,1,1,15.9,3,0,2.827313621929028,3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0.0,350,3,42.0,0,0,8.6625,1,1,2.2682524139135403,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,351,3,23.0,0,0,9.225,1,1,2.3248357019288655,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,352,1,29.0,0,0,35.0,1,1,3.58351893845611,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.0,353,3,15.0,1,1,7.2292,3,0,2.1076888046179385,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,354,3,25.0,1,0,17.8,2,0,2.9338568698359033,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,355,3,29.0,0,0,7.225,1,1,2.1071782966514356,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,356,3,28.0,0,0,9.5,1,1,2.3513752571634776,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,357,1,22.0,0,1,55.0,2,0,4.02535169073515,2,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0,358,2,38.0,0,0,13.0,1,1,2.639057329615259,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,359,3,22.0,0,0,7.8792,1,1,2.1837114628556327,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,360,3,22.0,0,0,7.8792,1,1,2.1837114628556327,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,361,3,40.0,1,4,27.9,6,0,3.3638415951183864,6,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,362,2,29.0,1,0,27.7208,2,0,3.357621598945279,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,363,3,45.0,0,1,14.4542,2,0,2.737880811060884,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,364,3,35.0,0,0,7.05,1,1,2.085672091430472,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,365,3,29.0,1,0,15.5,2,0,2.803360380906535,2,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,366,3,30.0,0,0,7.25,1,1,2.1102132003465894,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,367,1,60.0,1,0,75.25,2,0,4.334017415487521,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1.0,368,3,35.0,0,0,7.2292,1,1,2.1076888046179385,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,369,3,22.0,0,0,7.75,1,1,2.169053700369523,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,370,1,24.0,0,0,69.3,1,1,4.252771798816619,2,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1.0,371,1,25.0,1,0,55.4417,2,0,4.0332082470129285,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0,372,3,18.0,1,0,6.4958,2,0,2.0143428636837015,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,373,3,19.0,0,0,8.05,1,1,2.2027647577118348,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,374,1,22.0,0,0,135.6333,1,1,4.91730069488021,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,375,3,3.0,3,1,21.075,5,0,3.094445746490024,5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1.0,376,1,35.0,1,0,82.1708,2,0,4.420896324687287,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
